index,link,title,description,positive,negative,neutral,compound,Month
10,https://economictimes.indiatimes.com/markets/stocks/news/voda-idea-in-talks-with-brookfield-and-edelweiss-to-sell-some-assets/articleshow/72465874.cms,Voda Idea in talks with Brookfield and Edelweiss to sell some assets,"5 days ago · For its data centre located in Navi Mumbai, the company is said to be negotiating with the Edelweiss Group, a diversified financial services company.",0.134,0.0,0.866,0.1779,December
11,https://www.livemint.com/market/mark-to-market/why-mnc-capital-goods-firms-trade-at-rich-valuations-amid-the-gloom-11575998304013.html,Why MNC capital goods firms trade at rich valuations amid the gloom,"5 days ago · Notwithstanding the slowdown in capital expenditure (capex) and weak order flows in ... to incur higher opex than capex,"" says a report by Edelweiss Securities Ltd. Another report by Motilal Oswal Financial Services Ltd shows a 14% growth in...",0.209,0.209,0.581,0.0,December
12,https://economictimes.indiatimes.com/markets/bonds/debt-etf-an-opportunity-for-retail-investors-to-invest-in-quality-psu-bonds-experts/articleshow/72371309.cms,Debt ETF an opportunity for retail investors to invest in quality PSU ...,"1 week ago · ""Bharat Bond ETF from Edelweiss AMC offers greater opportunities to invest in debt ... Geojit Financial Services head of investment advisory services Jeevan...",0.172,0.153,0.675,0.0772,December
13,https://economictimes.indiatimes.com/markets/ipos/fpos/ujjivan-sfb-ipo-subscribed-2-times-so-far-on-day-2/articleshow/72344276.cms,Ujjivan IPO Subscription Status: Ujjivan SFB IPO subscribed 2 times ...,"2 weeks ago · Edelweiss Financial . ... Anand Rathi Financial Services is optimistic about the bank's growth in advances, improving asset quality, sound capital position and...",0.0,0.0,1.0,0.0,December
14,https://www.vccircle.com/encourage-capital-invests-in-electronica-finance-to-fund-solar-financing-biz/,Encourage Capital invests in Electronica Finance to fund solar ...,"2 weeks ago · The lender, formerly known as Electronica Leasing and Finance Ltd, ... The investment banker for the transaction was Edelweiss Financial Services.",0.268,0.0,0.732,0.5106,December
15,https://www.livemint.com/market/ipo/sbi-cards-ipo-may-see-biggest-pe-exit-in-india-11575227079883.html,SBI Cards IPO may see biggest PE exit in India,"2 weeks ago · ... firm Carlyle Group's partial stake sale in SBI Cards and Payment Services Ltd, ... Satyen Shah, head of investment banking at Edelweiss Financial Services.",0.0,0.0,1.0,0.0,December
16,https://www.businesstoday.in/sectors/banks/nbfcs-stress-in-nonbanking-finance-companies-no-sign-of-abating-npas-fund-crunch-lending-loans/story/391331.html,Reality Check: Stress in NBFCs shows no sign of abating,"2 weeks ago · That is because the Dewan Housing Finance Corporation Ltd (DHFL), .... Commercial Finance, Indiabulls Housing Finance, Edelweiss Financial Services and ... Its fully-owned subsidiary, Karvy Financial Services Limited (KFSL), received its...",0.0,0.385,0.615,-0.6124,December
17,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10328/Hinduja-Global-surges-on-the-divestment-of-CRM-business,Hinduja Global surges on the divestment of CRM business,"2 weeks ago · Besides, Edelweiss Financial Services Limited acted as the sole financial ... Altruist Technologies Private Limited is a voice-based BPO company in India,...",0.0,0.0,1.0,0.0,December
18,https://qz.com/india/1757667/modis-insolvency-law-to-govern-dhfl-reliance-cap-has-many-gaps/,"Modi's insolvency law to govern DHFL, Reliance Cap has many gaps","2 weeks ago · Companies such as Dewan Housing Finance Limited (DHFL), real estate lender Altico ... With many financial services providers (FSPs) in trouble, the Indian ... managing director and CEO of the asset reconstruction company Edelweiss ARC.",0.0,0.0,1.0,0.0,December
19,https://www.indianweb2.com/2019/11/29/hinduja-group-sells-india-crm-biz-altruist-india-rs-40-crore/,Hinduja Global Sells Its India CRM Biz To Altruist India For Rs 40 Crore,2 weeks ago · Hinduja Global Solutions (HGS) on Thursday said it has entered into a ... Edelweiss Financial Services Limited acted as the sole financial advisor to HGS on the...,0.0,0.0,1.0,0.0,December
20,https://www.businesstoday.in/markets/company-stock/top-10-stocks-to-watch-hdfc-bank-yes-bank-fortis-healthcare-pc-jeweller-and-others/story/391231.html,"Top 10 stocks to watch: HDFC Bank, YES Bank, Fortis Healthcare ...",2 weeks ago · HDFC Bank Limited: The stock of the private lender will be in focus after the bank said it ... Edelweiss Financial Services: Edelweiss Housing has announced a...,0.344,0.0,0.656,0.6408,December
21,https://economictimes.indiatimes.com/markets/stocks/news/muthoot-finance-ncd-issue-to-offer-up-to-10/articleshow/72280343.cms,muthoot finance ncd issue: Muthoot Finance NCD issue to offer up to 10%,2 weeks ago · Mumbai: Gold financing company Muthoot Finance on Thursday said it will ... The lead managers to the issue are Edelweiss Financial Services Ltd and A K...,0.0,0.0,1.0,0.0,December
22,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D259720,Muthoot Finance Ltd to raise Rs.790crores through NCD,2 weeks ago · Muthoot Finance Ltd has announced its 22nd series of Public Issue of Secured ... The Lead Managers to the issue are Edelweiss Financial Services Limited and...,0.0,0.0,1.0,0.0,December
23,https://www.zeebiz.com/companies/news-muthoot-finance-to-raise-rs-790-crores-through-secured-redeemable-ncds-114952,Muthoot Finance to raise Rs 790 crores through secured ...,2 weeks ago · The Lead Managers to the issue are Edelweiss Financial Services Limited and AK Capital Services Limited. IDBI Trusteeship Services Limited is the Debenture...,0.231,0.0,0.769,0.4019,December
24,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D259714,"Edelweiss Housing, Bank of Baroda partner for Co-Lending on ...","2 weeks ago · Edelweiss Housing Finance Limited (EHFL), a subsidiary of Edelweiss Financial Services Limited, announced a strategic agreement with Bank of Baroda India's...",0.0,0.0,1.0,0.0,December
25,https://economictimes.indiatimes.com/markets/stocks/news/ril-becomes-first-indian-company-to-hit-rs-10-lakh-crore-market-cap/articleshow/72270982.cms,RIL becomes first Indian company to hit Rs 10 lakh crore market cap,"2 weeks ago · Jal Irani, senior vice-president, wholesale capital markets, Edelweiss Financial Services said the brokerage's target price for RIL stock was at over Rs 1,700.",0.0,0.0,1.0,0.0,December
26,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D259654,Edelweiss invests 75 crore in Bharat City,"3 weeks ago · Edelweiss, an Indian Financial services company has invested 75 crore in Bharat City ... Shares of Edelweiss Financial Services Ltd. was last trading in BSE at...",0.0,0.0,1.0,0.0,December
27,https://www.moneycontrol.com/news/business/markets/q2-a-mixed-bag-10-stocks-that-were-downgraded-after-september-results-4670601.html,Q2 a 'mixed bag'; 10 stocks that were downgraded after September ...,"3 weeks ago · HDFC Securities Ltd downgraded New India Assurance (NIA) to sell, with a target ... Edelweiss Financial Services downgraded Galaxy Surfactants to hold but...",0.0,0.0,1.0,0.0,December
28,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-the-news-zeel-rcom-indigo-yes-bank-upl-and-bharti-airtel/articleshow/72233567.cms,"Stocks in the news: ZEEL, RCom, IndiGo, YES Bank, UPL and Bharti ...","3 weeks ago · Thomas Cook: Travel services firm Thomas Cook India said its corporate ... Edelweiss Financial Services Limited: Nilesh Sampat has sold 20,000 shares...",0.222,0.0,0.778,0.5319,December
29,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D259597,500 Crore NCD Issue of ECL Finance Limited Oversubscribed,"3 weeks ago · The Public Issue of Secured Redeemable Non-Convertible Debentures by ECL Finance Ltd (ECLF), the NBFC arm of the Edelweiss Group, has been fully...",0.0,0.192,0.808,-0.2263,December
30,https://www.globallegalchronicle.com/edelweiss-alternative-asset-advisors-limiteds-real-estate-financing-fund/,Edelweiss Alternative Asset Advisors Limited's Real Estate ...,"3 weeks ago · Khaitan & Co advised Milestone India Professional Investor's Private Real Estate Investment Limited Liability Company, part of Mertiz Financial Group, South...",0.263,0.0,0.737,0.3612,December
31,https://simplywall.st/stocks/in/diversified-financials/nse-edelweiss/edelweiss-financial-services-shares/news/have-edelweiss-financial-services-limited-nseedelweiss-insiders-been-selling-their-stock/,Have Edelweiss Financial Services Limited (NSE:EDELWEISS ...,"3 weeks ago · We note that a Edelweiss Financial Services Limited (NSE:EDELWEISS) insider, Nilesh Sampat, recently sold ₹2.5m worth of stock for ₹124 per share.",0.0,0.241,0.759,-0.2263,December
32,https://economictimes.indiatimes.com/markets/stocks/recos/credit-suisse-retains-neutral-on-edelweiss-financial-services-cuts-target-price-to-rs-135/articleshow/72064786.cms,"Credit Suisse retains neutral on Edelweiss Financial Services, cuts ...","1 month ago · Credit Suisse has cut target price on Edelweiss Financial Services in the long term to Rs 135 from Rs 155, and retained neutral rating. The stock ended up 5% at...",0.203,0.172,0.625,0.1027,November
33,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-the-news-vodafone-idea-bharti-airtel-coffee-day-dhfl-and-sail/articleshow/72064600.cms,"Stocks in the news: Vodafone Idea, Bharti Airtel, Coffee Day, DHFL ...",1 month ago · MMTC: State-owned trading firm MMTC Ltd said revenue from operations rose ... Edelweiss Financial Services: Credit Suisse has cut target price on the stock to...,0.0,0.0,1.0,0.0,November
34,https://mumbaimirror.indiatimes.com/mumbai/other/a-tussle-that-could-cost-many-investors-rs-37-crore/articleshow/72063750.cms,VRise pledges its clients' securities worth Rs 37 crore to another firm,1 month ago · A clearing house is a financial institution formed to facilitate the exchange of ... “V-Rise has lodged its collaterals with Edelweiss Custodial Services Ltd for...,0.291,0.0,0.709,0.4767,November
35,https://economictimes.indiatimes.com/markets/stocks/news/analyst-calls-edelweiss-bhel-aia-engineering/articleshow/72064160.cms,"sensex: Analyst Calls: Edelweiss, BHEL, AIA Engineering","1 month ago · Analyst Calls: Edelweiss, BHEL, AIA Engineering ... AIA Engineering Ltd. ... Credit Suisse has cut target price on Edelweiss Financial Services to Rs 135 from Rs...",0.0,0.0,1.0,0.0,November
36,https://www.livemint.com/market/mark-to-market/execution-challenges-working-capital-stress-mar-bhel-s-q2-performance-11573708751120.html,"Bhel's poor execution, high working capital point to stress in power ...","1 month ago · ... in receivables and poor execution,"" Motilal Oswal Financial Services Ltd said in a ... In an earlier report dated June 2019, Edelweiss Securities Ltd pointed out,...",0.0,0.371,0.629,-0.7096,November
37,http://www.mondaq.com/india/x/864448/Contract%2BLaw/SEBIs%2BAIF%2BRegulations%2B2012%2BA%2BFew%2BTweaks%2BRequired,Double Dip under IBC - A Tough Choice for Lenders - Corporate ...,1 month ago · In contrast to this is the case of IL and FS Financial Services Limited v. ... and thus Edelweiss would enjoy double proportionate voting rights in different CoCs.,0.0,0.143,0.857,-0.128,November
38,https://www.businessinsider.in/business/news/sat-reduces-fine-on-electrosteel-merchant-bankers-in-ipo-non-disclosure-case/articleshow/72057551.cms,"SAT reduces fine on Electrosteel, merchant bankers in IPO non ...","1 month ago · The matter pertains to the IPO of Electrosteel Steels Ltd (ESL), promoted by ... for which Axis Capital, SBI Capital Markets and Edelweiss Financial Services were...",0.153,0.0,0.847,0.2023,November
39,https://finance.yahoo.com/news/edited-transcript-edelweiss-nse-earnings-045650927.html,Edited Transcript of EDELWEISS.NSE earnings conference call or ...,"1 month ago · Q2 2020 Edelweiss Financial Services Ltd Earnings Call. Mumbai Dec 8, 2019 (Thomson StreetEvents) -- Edited Transcript of Edelweiss Financial Services Ltd...",0.0,0.0,1.0,0.0,November
40,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-nifty-financial-services-index-up-cholamandalam-investment-rises-2nbspbr/articleshow/72051635.cms,Share market update: Nifty Financial Services index up ...,"1 month ago · Shares of Edelweiss Financial Services (up 1.96 per cent) , Cholamandalam Investment & Finance Company (up 1.80 per cent) ... Sundaram Finance Ltd..",0.412,0.0,0.588,0.5994,November
41,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10132/Quarterly-results-to-watch-out-on-November-14,Quarterly results to watch out on November 14,"1 month ago · The following stocks will be in focus during Thursday's trading session in light of their results announcements: Action Construction Equipment, Balkrishna...",0.0,0.0,1.0,0.0,November
42,https://www.cnbctv18.com/market/stocks/cnbc-tv18-market-live-sensex-nifty-set-to-track-tepid-global-cues-ahead-of-cpi-data-zeel-infosys-yes-bank-in-focus-4687501.htm,"CNBC-TV18 Market Highlights: Sensex dips 229 points, Nifty below ...",1 month ago · Edelweiss Financial Services locked at 5 percent upper circuit on November 13 .... of Schoolnet India Ltd (erstwhile IL&FS Education & Technology Service Ltd)...,0.231,0.0,0.769,0.4019,November
43,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-nifty-financial-services-index-down-indiabulls-housing-dips-3nbspbr/articleshow/72035274.cms,Share market update: Nifty Financial Services index down ...,"1 month ago · NEW DELHI: The Nifty Financial Services index was down with its ... Shares of Indiabulls Ventures (up 4.98 per cent) , Edelweiss Financial Services (up 4.38 per...",0.412,0.0,0.588,0.5994,November
44,https://www.livemint.com/companies/news/deals-buzz-munjal-kothari-in-talks-to-buy-10-each-in-yes-bank-11573622252626.html,"Deals Buzz: Munjal, Kothari in talks to buy 10% each in Yes Bank",1 month ago · Infrastructure Leasing and Financial Services Ltd.'s (IL&FS) committee of ... The funds within the platform will be managed by Edelweiss' Alternative Asset...,0.184,0.0,0.816,0.4019,November
45,https://www.moneycontrol.com/news/business/earnings/edelweiss-standalone-september-2019-net-sales-at-rs-35-38-crore-down-52-9-y-o-y-4633101.html,Edelweiss Standalone September 2019 Net Sales at Rs 35.38 crore ...,1 month ago · Net Sales at Rs 35.38 crore in September 2019 down 52.9% from Rs. 75.12 crore in September 2018. Quarterly Net Profit at Rs. 1.25 crore in September 2019...,0.0,0.0,1.0,0.0,November
46,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D259060,Edelweiss Financial Services Ltd Q2 FY20 revenue at Rs. 2405 crores,"1 month ago · Edelweiss Financial Services Limited, India's leading diversified financial services company, declared its unaudited, limited reviewed results for the quarter...",0.0,0.0,1.0,0.0,November
47,https://www.equitybulls.com/admin/news2006/news_det.asp%3Fid%3D259046,Sanaka Capital and others to invest upto US$ 75 million (~INR 525 ...,"1 month ago · India's leading diversified Financial Services conglomerate, Edelweiss Group, ... Capital team of Carlyle, Sanaka Growth SPV I Ltd (part of Sanaka Capital) has...",0.0,0.0,1.0,0.0,November
48,https://economictimes.indiatimes.com/markets/stocks/recos/edelweiss-has-buy-on-indian-hotels-target-price-of-rs-197nbsp/articleshow/72032123.cms,"Edelweiss has buy on Indian Hotels, target price of Rs 197",1 month ago · Edelweiss has given a buy rating on Indian Hotels (IHCL) in the long term with a target price of Rs 197 per share.Shares of Indian Hotels ... Edelweiss Financial .,0.0,0.0,1.0,0.0,November
49,https://www.indiainfoline.com/article/news-top-story/what-not-to-miss-today-119111300079_1.html,What not to miss today,1 month ago · Tata Power's arm received LOA from Gujarat Urja Vikas Nigam Limited to develop ... Edelweiss Financial Services announced that PE firm Sanaka Capital along...,0.265,0.0,0.735,0.1139,November
50,https://economictimes.indiatimes.com/markets/stocks/news/edelweiss-raises-500-million-reports-80-fall-in-q2-net/articleshow/72031687.cms,"Edelweiss raises $500 million, reports 80% fall in Q2 net",1 month ago · Mumbai: Edelweiss Group said on Tuesday it raised $500 million for two separate investment platforms as the Mumbai-based financial services firm is looking to...,0.0,0.0,1.0,0.0,November
51,https://www.bloombergquint.com/markets/stocks-to-watch-britannia-coal-india-hindalco-lupin-spicejet,"Stocks To Watch: Britannia, Coal India, Hindalco, Lupin, SpiceJet","1 month ago · Edelweiss Financial Services announced that PE firm Sanaka Capital along with ... sale of Schoolnet India Ltd., an IL&FS Group company, to CPPPL on Nov. 5.",0.0,0.0,1.0,0.0,November
52,https://www.livemint.com/companies/news/edelweiss-launches-last-mile-real-estate-financing-fund-of-425-million-with-meritz-financial-11573564842072.html,Edelweiss sets up last-mile real estate financing fund with S Korea's ...,1 month ago · MUMBAI : Financial services-focused Edelweiss group on Tuesday said it has launched the first fund under its last-mile real estate financing platform with a...,0.0,0.0,1.0,0.0,November
53,https://www.vccircle.com/carlyle-veteran-s-new-pe-firm-sanaka-inks-debut-deal-with-edelweiss/,Carlyle veteran's new PE firm Sanaka inks debut deal with Edelweiss,"1 month ago · Sanaka Capital has committed to invest $44 million in Edelweiss Global Investment Advisors (EGIA), while talks are on with its co-investors for a further...",0.0,0.0,1.0,0.0,November
54,https://economictimes.indiatimes.com/markets/stocks/news/edelweiss-unit-raises-rs-525-crore-from-sanaka-capital-others/articleshow/72022072.cms,"Edelweiss unit raises Rs 525 crore from Sanaka Capital, others",1 month ago · Mumbai: Financial Services conglomerate Edelweiss Group today said that private equity firm Sanaka Capital along with co-investors will be investing up to $75...,0.0,0.0,1.0,0.0,November
55,https://finance.yahoo.com/news/edited-transcript-ashokley-nse-earnings-152231874.html,Edited Transcript of ASHOKLEY.NSE earnings conference call or ...,"1 month ago · Q2 2020 Ashok Leyland Ltd Earnings Call Hosted By Edelweiss Securities Ltd ... Emkay Global Financial Services Ltd., Research Division - Senior Research...",0.0,0.0,1.0,0.0,November
56,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-nbfc-stocks-mixed-reliance-capital-slips-5nbspbr/articleshow/72005396.cms,Share market update: NBFC stocks mixed; Reliance Capital slips 5%,"1 month ago · NEW DELHI: Shares of non-banking financial companies (NBFC) were trading ... Indiabulls Ventures (up 4.99 per cent), Edelweiss Financial Services (up 4.96 ... Capital Services (down 2.95 per cent) , Capri Global Capital Ltd (down 2.92 per...",0.196,0.0,0.804,0.296,November
57,https://economictimes.indiatimes.com/markets/stocks/news/indias-biggest-mf-just-bought-sold-over-1-cr-shares-of-these-firms/articleshow/72005231.cms,India's biggest MF just bought & sold over 1 cr shares of these firms,"1 month ago · Coal India Ltd. ... Anand Rathi Financial Services in a November 6 report said: “With strong operating cash flows, continuous capacity ... It also sold over 10 lakh shares each in Edelweiss Financial, Reliance Industries, SAIL, Ashok Leyland,...",0.167,0.0,0.833,0.296,November
58,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-nifty-financial-services-index-up-indiabulls-ventures-jumps-5br/articleshow/72003073.cms,Share market update: Nifty Financial Services index up; Indiabulls ...,"1 month ago · NEW DELHI: The Nifty Financial Services index was up with its components trading ... Shares of Edelweiss Financial Services (up 4.96 per cent) , Indiabulls...",0.38,0.0,0.62,0.5994,November
59,https://www.thehindubusinessline.com/markets/stock-markets/market-live-sensex-down-marginally-at-pre-open-trade/article29941695.ece,Sensex ends marginally higher in choppy trade,1 month ago · Asian Paints Ltd's price-to-earnings ratio of 80.1 makes it the highest valued on ... Shares of Edelweiss Financial Services hit upper circuit on the bourses today.,0.0,0.0,1.0,0.0,November
60,https://www.livemint.com/companies/news/deals-buzz-global-setbacks-put-softbank-s-investment-plans-in-india-at-risk-11573447315259.html,Deals Buzz: Global setbacks put SoftBank's investment plans in ...,1 month ago · Minority shareholders of Fortis Healthcare Ltd are demanding that the ... Edelweiss has partnered South Korea's Meritz Financial group to launch the first fund of...,0.0,0.0,1.0,0.0,November
61,https://economictimes.indiatimes.com/markets/stocks/news/edelweiss-set-to-close-last-mile-realty-financing-fund-with-s-koreas-meritz/articleshow/72000751.cms,Edelweiss set to close last-mile realty financing fund with S korea's ...,1 month ago · The Edelweiss group is planning to raise up to $1 billion in dedicated real ... Edelweiss has partnered South Korea's Meritz Financial group to launch the first...,0.0,0.0,1.0,0.0,November
62,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10109/Index-trend-and-stocks-in-action-November-11-2019,"Index trend and stocks in action November 11, 2019","1 month ago · Nifty, the 50-share index, settled the week with minuscule gains amidst volatility. The profit booking was witnessed on the final trading session of the week, which...",0.0,0.0,1.0,0.0,November
63,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-the-news-sbi-max-financial-lvb-maruti-and-indiabulls-real-estate/articleshow/72000416.cms,"Stocks in the news: SBI, Max Financial, LVB, Maruti and Indiabulls ...","1 month ago · Edelweiss Financial Services: The Edelweiss Group is planning to raise up to $1 ... NJCC, 08-Nov-19, NCC Limited, Tower Research Capital Markets India...",0.0,0.0,1.0,0.0,November
64,https://www.indiainfoline.com/article/news-mutual-funds/edelweiss-large-cap-fund-announces-change-in-fund-managers-119110900587_1.html,Edelweiss Large Cap Fund Announces change in Fund Managers,"1 month ago · Stock recommendations for November 11th-November 15th, 2019 29 days ago. Weekly Recap: Markets consolidate; realty, financial services stocks remain top...",0.0,0.0,1.0,0.0,November
65,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10107/Hindustan-Unilever-forms-Three-Outside-Down-pattern,Hindustan Unilever forms Three Outside Down pattern,"1 month ago · The stock of Hindustan Unilever has formed a Three Outside Down candlestick pattern on the daily timeframe. The Three Outside Down pattern, representing the...",0.0,0.0,1.0,0.0,November
66,https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/10104/DLF-gives-a-downward-channel-breakout,DLF gives a downward channel breakout,1 month ago · The stock of DLF Limited has given a downward sloping channel breakout on the weekly timeframe. This breakout was confirmed by above 50-week average...,0.0,0.0,1.0,0.0,November
67,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-nbfc-stocks-mixed-iifl-finance-climbs-7nbspnbspbr/articleshow/71968797.cms,Share market update: NBFC stocks mixed; IIFL Finance climbs 7%,"1 month ago · IIFL Finance Ltd (up 7.02 per cent) , Satin (up 5.86 per cent) , Coral India ... cent) and Edelweiss Financial Services (up 4.97 per cent), Dewan Housing Finance...",0.196,0.0,0.804,0.296,November
68,https://economictimes.indiatimes.com/industry/banking/finance/edelweiss-infra-fund-to-raise-375m-plans-invit-for-road-energy-assets/articleshow/71966619.cms,"Edelweiss Infra Fund to raise $375m; plans invIT for road, energy ...",1 month ago · MUMBAI: Edelweiss Alternative Asset Advisors has begun the second phase of ... Emergence of infrastructure assets in India as an investment class for cash...,0.16,0.0,0.84,0.2732,November
69,https://www.livemint.com/companies/news/deals-buzz-after-code-share-qatar-wants-to-board-indigo-11573189830717.html,"Deals Buzz: After code share, Qatar wants to board IndiGo","1 month ago · Raymond Ltd said it will demerge its core lifestyle business into a separate listed entity to ... Sanjay Bahl, group financial officer at Raymond, said infusion of net ... Edelweiss Infra fund to raise $375 million; plans InvIT for road, energy assets.",0.196,0.0,0.804,0.296,November
70,https://www.business-standard.com/article/economy-policy/pe-investors-see-profit-in-india-s-troubles-in-shadow-banking-real-estate-119110800161_1.html,"PE investors see profit in Indias troubles in shadow banking, real ...","1 month ago · Of the total PE funds raised from limited partners, the biggest chunk of $1.2 ... by the likes of Edelweiss Financial Services Ltd, Kotak Investment Advisors Ltd.,...",0.182,0.189,0.629,-0.0258,November
71,https://www.bloombergquint.com/opinion/private-equity-funds-seek-profit-in-india-s-distressed-debt,Private Equity Spies Profit in India's Distress,"1 month ago · (Bloomberg Opinion) -- India's financial crisis has hit ordinary people hard. ... the likes of Edelweiss Financial Services Ltd, Kotak Investment Advisors Ltd., Hong...",0.257,0.301,0.442,-0.128,November
72,https://www.business-standard.com/article/news-cm/edelweiss-financial-services-ltd-jumps-around-5-119110700524_1.html,Edelweiss Financial Services Ltd jumps around 5%,"1 month ago · Edelweiss Financial Services Ltd is quoting at Rs 105.6, up 4.97% on the day as on 12:44 IST on the NSE. The stock is down 38.92% in last one year as...",0.0,0.0,1.0,0.0,November
73,https://www.business-standard.com/article/markets/realty-stocks-gain-up-to-5-on-rs-25-000-cr-booster-dose-analysts-upbeat-119110700299_1.html,Rs 25K cr booster dose a welcome move but insufficient for NBFCs ...,"1 month ago · While Indiabulls Housing Finance was trading around 11 per cent higher at Rs 242.95, Edelweiss Financial Services was frozen at the 5 per cent upper circuit...",0.154,0.0,0.846,0.25,November
74,https://www.livemint.com/market/stock-market-news/sensex-hits-fresh-record-high-nifty-crosses-12000-mark-11573100763051.html,"Sensex hits fresh record high, Nifty crosses 12000 mark","1 month ago · NBCC soared 14.7%, Edelweiss Financial Services Ltd and Piramal Enterprises Ltd gained 5% each, L&T Finance jumped 5.8%, and JM Financial rose 3%.",0.417,0.0,0.583,0.6124,November
